age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19,entrepreneur,divorced,primary,no,2552,no,no,cellular,20,jul,858,20,342,17,other,yes
45,blue-collar,divorced,tertiary,no,62314,yes,no,unknown,29,apr,9,27,302,19,failure,no
43,self-employed,single,tertiary,no,34729,yes,no,cellular,24,nov,1096,26,273,7,success,no
40,housemaid,divorced,tertiary,no,54306,no,no,cellular,6,apr,1485,23,13,5,other,no
53,student,married,unknown,no,65397,yes,no,cellular,20,dec,1033,46,379,19,failure,no
23,retired,married,primary,no,6320,no,yes,telephone,15,jun,2077,15,110,13,success,no
52,entrepreneur,married,primary,no,22892,no,no,cellular,14,aug,474,13,362,7,other,no
55,unknown,single,tertiary,no,53852,yes,no,telephone,17,nov,1519,4,243,3,other,no
52,technician,single,unknown,no,26535,yes,no,unknown,8,sep,885,29,260,7,other,yes
91,student,single,unknown,no,14929,yes,no,cellular,17,may,1897,30,162,5,unknown,no
70,retired,married,primary,no,10605,no,no,unknown,17,may,1543,20,239,1,other,no
55,admin.,married,primary,no,52509,no,no,telephone,14,apr,2042,21,262,9,success,yes
76,retired,single,primary,no,47112,no,no,telephone,7,dec,496,19,200,14,success,yes
60,unemployed,divorced,unknown,no,10171,yes,no,unknown,15,mar,2331,11,94,15,other,no
21,admin.,divorced,unknown,no,51779,no,no,cellular,23,may,2420,45,41,8,failure,no
22,unknown,single,primary,no,68043,yes,no,telephone,23,sep,1278,9,3,13,other,yes
85,services,divorced,unknown,no,53614,yes,no,telephone,22,jul,2094,48,43,2,failure,no
62,blue-collar,divorced,unknown,no,-2644,no,no,cellular,1,feb,1690,44,357,0,failure,no
42,student,single,primary,no,53469,yes,yes,unknown,26,aug,642,16,343,7,unknown,no
28,admin.,single,secondary,no,28075,yes,no,cellular,9,mar,1029,5,118,11,success,no
46,services,single,secondary,no,57047,yes,no,telephone,13,sep,1876,30,48,3,unknown,no
51,entrepreneur,single,unknown,no,36274,yes,no,unknown,10,sep,287,39,304,16,unknown,no
31,housemaid,divorced,unknown,no,65071,no,no,unknown,17,feb,963,16,179,2,unknown,no
41,unemployed,single,secondary,no,63004,no,no,unknown,17,mar,156,40,256,5,unknown,no
76,management,single,unknown,no,44129,no,yes,unknown,6,nov,2185,14,77,13,other,no
56,unemployed,single,primary,no,16974,no,no,unknown,24,feb,2674,29,84,19,failure,no
43,unemployed,married,primary,no,-3612,no,no,unknown,27,jan,1716,12,121,5,success,no
60,self-employed,married,secondary,no,32347,no,no,cellular,5,mar,2543,11,98,2,other,no
53,unemployed,divorced,secondary,no,37718,no,no,cellular,11,mar,2989,34,105,3,failure,no
56,entrepreneur,single,secondary,no,41123,no,yes,cellular,6,may,915,33,46,14,unknown,no
78,self-employed,single,unknown,no,49280,no,no,telephone,29,apr,780,4,77,14,unknown,no
33,management,single,tertiary,no,10980,no,no,telephone,25,dec,2631,17,125,17,unknown,no
76,management,married,primary,no,14549,yes,no,cellular,4,feb,2186,39,136,6,other,no
23,housemaid,single,tertiary,no,73621,yes,no,telephone,9,jan,945,44,274,15,unknown,no
73,entrepreneur,married,secondary,no,66600,yes,no,cellular,29,dec,2197,11,103,10,success,no
25,self-employed,single,unknown,no,24830,yes,no,telephone,14,jul,2928,43,146,5,unknown,no
44,management,single,tertiary,no,77104,yes,no,cellular,29,nov,492,2,251,0,success,yes
88,blue-collar,married,unknown,no,1037,yes,no,cellular,17,jul,770,28,49,17,unknown,no
44,housemaid,single,secondary,no,1394,no,no,cellular,15,jul,2870,26,316,8,success,no
63,student,married,tertiary,no,-2015,no,no,telephone,26,jul,1294,34,135,16,other,no
58,blue-collar,divorced,primary,no,29152,yes,no,telephone,6,jan,398,12,77,13,unknown,no
42,self-employed,married,tertiary,no,15551,yes,no,cellular,30,jun,2799,19,219,10,unknown,no
35,retired,divorced,primary,no,29674,no,no,cellular,28,oct,1697,36,135,15,success,yes
29,student,single,secondary,no,4114,yes,no,telephone,12,may,1722,29,288,8,other,no
68,unemployed,married,tertiary,no,58253,yes,no,unknown,1,aug,973,13,261,16,unknown,no
56,technician,divorced,primary,no,79442,no,no,cellular,21,may,1316,44,372,0,unknown,no
27,entrepreneur,single,unknown,no,49266,no,no,telephone,23,feb,2208,24,78,1,unknown,no
91,self-employed,married,primary,no,64485,no,no,telephone,10,feb,1147,27,238,8,failure,no
94,unemployed,single,primary,no,79113,yes,no,telephone,1,dec,2155,24,391,15,other,no
71,blue-collar,divorced,tertiary,no,42766,no,no,cellular,21,nov,183,28,30,0,other,no
46,services,married,secondary,no,43009,yes,no,telephone,19,apr,1972,19,163,10,other,no
58,housemaid,single,primary,no,9367,no,no,cellular,25,apr,2235,22,31,8,other,no
26,technician,single,unknown,no,74317,no,no,telephone,7,oct,2000,27,308,9,success,no
80,management,divorced,unknown,no,78679,no,no,telephone,24,oct,124,39,246,1,success,no
94,technician,married,primary,no,8383,no,no,cellular,18,nov,685,4,90,0,unknown,no
54,blue-collar,married,tertiary,no,583,no,no,unknown,9,oct,1994,37,256,4,success,no
31,student,single,primary,no,73062,yes,no,unknown,9,jul,1920,41,195,13,unknown,no
90,unemployed,divorced,unknown,no,64934,yes,no,unknown,1,feb,524,30,327,6,unknown,no
89,housemaid,single,primary,no,43151,yes,no,cellular,22,oct,1566,37,341,17,failure,no
56,blue-collar,single,tertiary,no,51694,yes,no,telephone,24,feb,137,36,351,0,failure,no
57,blue-collar,married,secondary,no,49618,yes,no,unknown,15,mar,2070,49,363,1,unknown,no
71,retired,single,tertiary,no,22441,yes,no,cellular,6,nov,2249,37,291,19,success,no
20,unknown,married,tertiary,no,68236,yes,no,cellular,7,apr,1595,27,193,10,failure,no
72,self-employed,married,tertiary,no,15803,no,no,telephone,22,dec,1436,44,220,13,unknown,no
50,student,married,tertiary,no,15030,yes,no,unknown,23,may,2457,25,298,15,other,no
88,unknown,single,primary,no,16649,no,yes,cellular,2,apr,1916,26,174,7,failure,no
36,management,married,secondary,no,62238,no,no,telephone,14,jan,760,36,88,9,other,no
51,unknown,married,primary,no,43886,yes,no,telephone,26,may,2217,43,327,14,unknown,no
67,self-employed,married,secondary,no,71143,no,no,cellular,15,jul,388,26,312,6,unknown,no
64,management,divorced,primary,yes,5604,yes,no,unknown,29,jul,2029,6,89,6,other,no
63,management,divorced,primary,no,48534,no,no,unknown,5,jan,1639,34,14,3,success,no
73,retired,married,tertiary,no,-4204,yes,no,unknown,13,mar,1891,17,242,5,unknown,no
74,admin.,single,tertiary,no,-2090,no,no,unknown,9,oct,2560,24,358,19,other,no
68,technician,single,primary,no,78474,no,yes,telephone,17,may,2156,14,328,8,unknown,no
71,services,divorced,tertiary,no,74235,yes,no,telephone,12,jul,2755,34,208,14,failure,yes
45,unemployed,divorced,secondary,no,33620,no,no,cellular,7,jan,2793,44,94,9,other,yes
36,admin.,single,tertiary,no,69418,no,no,telephone,16,jun,1443,18,301,11,success,no
44,services,married,primary,no,29822,yes,no,cellular,18,jan,2742,47,195,10,unknown,no
65,unemployed,divorced,primary,no,37427,yes,no,unknown,17,dec,10,26,65,1,failure,no
36,blue-collar,married,primary,no,4358,no,no,cellular,29,apr,171,12,197,11,success,no
68,technician,divorced,primary,no,66593,yes,no,unknown,18,jul,169,42,121,12,other,no
24,management,single,secondary,yes,68352,yes,yes,unknown,23,sep,1396,37,120,1,unknown,no
46,admin.,divorced,primary,no,39372,no,no,telephone,3,aug,2189,34,99,5,failure,no
60,student,divorced,tertiary,no,40053,no,no,unknown,3,mar,2173,5,40,6,other,no
86,retired,divorced,primary,no,-4115,no,yes,cellular,3,nov,2477,39,63,11,success,no
75,student,married,primary,no,31029,yes,no,cellular,9,mar,1483,48,88,5,unknown,no
25,technician,single,tertiary,no,55286,no,no,unknown,29,sep,2832,45,367,10,other,no
59,entrepreneur,divorced,secondary,no,73779,no,yes,unknown,25,jan,2302,37,259,14,unknown,no
93,unknown,married,tertiary,no,73346,yes,no,cellular,25,sep,108,43,351,2,success,no
59,blue-collar,single,secondary,no,96,no,no,cellular,26,sep,2982,23,14,4,other,no
30,student,married,unknown,no,75486,yes,no,cellular,26,sep,198,40,344,19,other,no
43,student,single,primary,no,49293,yes,no,telephone,8,apr,216,2,62,11,other,yes
35,admin.,married,unknown,no,44929,no,no,telephone,25,may,1991,24,269,15,failure,no
59,technician,single,secondary,no,66147,yes,no,unknown,14,oct,1133,2,96,16,unknown,no
68,management,married,primary,no,41684,yes,no,telephone,29,sep,2192,10,246,5,other,no
33,services,divorced,unknown,no,35419,yes,no,telephone,28,jun,2926,27,47,10,success,no
20,housemaid,single,unknown,no,43914,no,yes,unknown,14,apr,1052,48,378,15,other,no
62,admin.,married,unknown,no,46348,yes,no,telephone,16,nov,1053,25,57,11,unknown,no
39,unemployed,divorced,secondary,no,73445,yes,yes,cellular,10,jan,2164,49,104,15,failure,no
40,housemaid,divorced,primary,no,74694,no,no,telephone,3,may,2028,9,280,2,failure,no
76,housemaid,single,tertiary,no,3455,no,yes,cellular,24,nov,776,26,190,19,success,no
79,blue-collar,married,unknown,no,63749,yes,no,cellular,14,jul,2898,40,152,10,unknown,no
85,student,divorced,primary,no,28336,no,no,telephone,8,apr,988,44,382,12,success,no
71,unemployed,divorced,unknown,no,35203,yes,no,cellular,19,apr,2970,22,318,13,other,no
74,entrepreneur,single,primary,no,7604,yes,no,unknown,23,may,522,44,186,10,unknown,no
40,services,divorced,primary,no,58933,yes,yes,unknown,9,nov,842,48,362,5,other,no
77,retired,married,primary,no,65824,no,no,cellular,13,dec,277,8,82,1,other,no
90,management,divorced,secondary,no,44161,no,no,unknown,30,oct,1362,23,42,15,other,no
72,housemaid,divorced,secondary,no,49992,yes,no,unknown,28,sep,2835,27,84,5,failure,yes
80,housemaid,single,tertiary,no,36653,no,no,cellular,6,dec,986,25,53,0,failure,yes
73,management,divorced,secondary,no,47976,yes,no,telephone,4,feb,2534,9,92,16,unknown,no
72,student,divorced,unknown,no,74291,no,no,telephone,17,oct,2179,11,213,4,success,no
42,technician,married,tertiary,yes,77050,yes,no,cellular,27,mar,2545,30,258,14,failure,no
43,admin.,single,primary,no,69979,no,no,telephone,18,feb,1553,19,263,8,unknown,no
66,services,single,secondary,no,27252,yes,yes,cellular,19,may,2964,12,267,6,unknown,no
80,technician,single,tertiary,no,56515,yes,no,unknown,12,oct,1445,1,250,3,unknown,no
62,retired,single,primary,no,31651,no,no,cellular,15,feb,2638,15,259,16,unknown,no
90,blue-collar,single,tertiary,no,60868,no,no,unknown,9,jul,1761,5,318,6,success,no
56,housemaid,single,unknown,no,12812,yes,no,cellular,8,jan,1884,9,398,5,failure,no
82,management,single,tertiary,no,71887,yes,no,telephone,2,jul,636,36,232,13,failure,no
86,management,divorced,tertiary,no,66815,yes,no,unknown,24,feb,2850,29,213,14,other,no
73,management,married,unknown,no,39996,no,no,telephone,29,sep,1033,12,221,15,success,no
26,admin.,single,secondary,no,17323,no,no,unknown,2,jun,1094,46,109,16,other,no
87,services,divorced,unknown,no,22915,yes,no,telephone,27,aug,2995,49,51,9,failure,no
45,management,divorced,secondary,no,28263,no,no,telephone,9,oct,2777,47,68,1,failure,no
62,admin.,married,unknown,no,31532,yes,no,telephone,30,oct,1592,48,13,4,unknown,no
43,retired,single,tertiary,no,-2235,yes,no,cellular,17,may,2434,17,163,14,other,no
45,unknown,single,tertiary,no,14883,yes,no,unknown,19,may,2882,43,359,17,success,no
57,housemaid,married,tertiary,no,39328,yes,no,cellular,12,dec,1114,6,243,13,failure,no
32,admin.,divorced,unknown,yes,14354,yes,no,telephone,19,feb,1157,49,313,7,other,yes
23,student,single,tertiary,no,66825,yes,no,cellular,1,aug,577,32,281,18,success,no
44,unemployed,single,tertiary,no,22845,no,no,unknown,1,jan,1769,14,326,13,success,no
55,technician,married,unknown,no,-138,yes,yes,telephone,24,mar,1161,16,49,18,other,no
85,unknown,divorced,unknown,no,78198,no,no,cellular,24,jul,2266,6,182,15,failure,no
92,student,divorced,secondary,no,20293,yes,no,unknown,29,jul,175,11,6,16,success,no
81,self-employed,divorced,unknown,no,34571,no,no,telephone,7,jun,329,48,192,16,unknown,no
47,housemaid,single,tertiary,no,64526,yes,no,cellular,20,oct,773,35,239,8,success,no
20,management,divorced,unknown,no,8628,yes,yes,cellular,23,jul,1747,29,323,18,unknown,no
79,services,married,unknown,no,-837,no,no,cellular,12,feb,711,24,344,13,success,no
29,student,married,unknown,no,66629,no,no,unknown,8,may,369,30,234,17,failure,no
47,self-employed,married,unknown,no,36660,no,no,cellular,1,sep,2113,19,32,1,success,yes
55,unemployed,married,tertiary,no,2260,yes,yes,telephone,1,apr,1961,14,322,16,unknown,no
77,blue-collar,divorced,unknown,no,28354,no,yes,telephone,24,jun,933,8,326,11,success,no
55,self-employed,married,unknown,no,23074,no,yes,cellular,17,jan,1474,10,163,8,unknown,no
32,unknown,single,unknown,no,56544,yes,yes,telephone,1,apr,1667,47,34,18,failure,yes
35,entrepreneur,single,unknown,no,18432,yes,yes,cellular,15,apr,503,9,199,8,failure,no
69,housemaid,single,tertiary,no,24974,yes,yes,unknown,25,jan,106,3,395,7,other,no
46,student,divorced,tertiary,no,32162,no,no,telephone,30,jan,2084,21,394,5,failure,yes
77,unemployed,divorced,primary,no,77816,no,no,cellular,30,nov,2935,9,109,1,unknown,no
38,blue-collar,divorced,unknown,no,2000,no,no,cellular,17,aug,2205,37,117,1,success,yes
34,student,divorced,unknown,no,53420,yes,no,telephone,7,apr,1134,34,379,16,other,no
35,entrepreneur,married,tertiary,no,49395,no,yes,unknown,28,jan,71,35,302,14,unknown,no
74,housemaid,married,primary,no,65710,yes,no,telephone,10,apr,1851,44,258,0,unknown,no
54,entrepreneur,married,primary,no,30709,yes,no,cellular,19,feb,377,48,53,11,other,no
77,blue-collar,married,tertiary,no,58331,no,yes,unknown,21,may,1855,25,304,8,unknown,yes
55,entrepreneur,married,unknown,no,54815,no,yes,telephone,21,sep,1211,17,269,2,failure,yes
29,housemaid,married,tertiary,no,65479,yes,no,unknown,4,dec,2469,29,162,13,unknown,no
92,blue-collar,single,primary,no,42024,no,no,unknown,1,oct,1348,27,53,14,unknown,yes
90,blue-collar,divorced,unknown,no,28470,no,no,telephone,8,jul,56,13,314,1,failure,no
18,technician,divorced,tertiary,no,41297,no,no,cellular,21,apr,2861,16,132,7,failure,no
75,housemaid,married,primary,no,6874,yes,no,cellular,2,feb,650,27,98,5,success,no
20,entrepreneur,single,primary,no,13021,yes,no,cellular,25,jun,1109,48,298,0,unknown,no
80,retired,married,unknown,no,4342,yes,no,unknown,25,dec,1114,46,258,11,success,no
38,unknown,married,secondary,yes,25774,no,yes,cellular,12,oct,1655,34,394,8,unknown,no
40,services,married,tertiary,no,51627,no,no,unknown,18,aug,107,31,203,16,success,no
26,housemaid,divorced,primary,no,5353,no,no,telephone,3,sep,2900,17,81,0,success,no
72,self-employed,divorced,primary,no,-1032,no,no,cellular,27,feb,1300,16,27,2,other,no
36,unknown,single,tertiary,no,68600,no,no,cellular,15,dec,2994,1,195,3,success,no
79,unemployed,single,primary,no,51448,no,no,cellular,3,sep,1347,9,104,13,unknown,no
56,housemaid,married,unknown,no,71036,yes,no,cellular,26,dec,2229,39,271,14,failure,no
93,unemployed,single,tertiary,no,32452,yes,no,cellular,28,mar,2343,41,264,19,unknown,no
44,student,single,unknown,no,71110,no,no,cellular,8,mar,420,35,391,10,other,no
63,entrepreneur,single,secondary,no,48835,no,no,unknown,26,feb,2676,9,137,17,other,no
51,unknown,married,tertiary,no,24736,no,no,telephone,14,aug,58,22,123,14,other,no
50,retired,married,secondary,no,58667,no,no,telephone,5,sep,2931,45,116,12,success,yes
67,unknown,divorced,tertiary,no,78608,yes,no,cellular,9,feb,1593,11,237,19,other,no
37,unknown,married,secondary,no,27615,no,no,unknown,12,apr,2734,40,393,11,unknown,no
57,blue-collar,divorced,primary,no,3898,yes,no,telephone,25,aug,612,39,163,11,success,no
75,student,single,secondary,no,33228,no,no,unknown,27,may,262,30,258,15,success,no
48,entrepreneur,single,tertiary,no,41913,yes,no,unknown,8,sep,2967,44,45,11,unknown,no
55,unemployed,married,unknown,no,61170,no,yes,telephone,21,sep,1834,49,321,17,other,no
62,admin.,divorced,primary,no,39542,yes,yes,unknown,26,feb,2173,48,385,18,success,no
58,unknown,single,unknown,no,37023,no,yes,cellular,6,aug,2789,42,229,10,failure,no
26,management,single,primary,no,45110,no,no,unknown,24,feb,1904,11,247,2,unknown,no
26,entrepreneur,single,tertiary,no,19733,no,no,telephone,13,apr,2505,14,266,12,other,no
80,self-employed,divorced,unknown,no,72403,yes,yes,unknown,1,nov,356,17,389,10,other,no
94,housemaid,divorced,unknown,no,30235,no,yes,cellular,29,feb,1338,24,330,3,other,no
39,blue-collar,married,tertiary,no,18652,no,yes,cellular,3,jul,1709,37,190,14,success,no
33,self-employed,married,primary,no,70914,no,no,telephone,9,feb,2285,28,332,7,success,no
49,management,single,primary,no,10158,no,no,unknown,13,may,440,35,342,19,other,no
83,technician,single,tertiary,no,45772,no,no,telephone,7,dec,50,17,123,0,failure,no
31,student,married,primary,no,10705,yes,yes,unknown,14,oct,968,21,200,17,other,no
55,housemaid,divorced,unknown,no,50931,no,no,telephone,21,nov,1208,27,259,0,unknown,no
25,admin.,divorced,primary,no,13123,no,no,unknown,26,dec,1802,20,242,17,success,no
38,retired,divorced,tertiary,no,1415,yes,yes,cellular,19,oct,514,19,355,8,unknown,no
73,entrepreneur,married,secondary,no,17675,no,no,unknown,19,jan,1147,37,291,13,failure,no
63,management,divorced,tertiary,no,74372,yes,no,unknown,2,dec,895,31,69,0,failure,no
60,admin.,married,primary,no,10691,no,no,telephone,10,apr,675,17,277,1,unknown,no
63,management,single,primary,no,-1845,no,no,unknown,7,jul,687,31,155,15,failure,no
65,retired,divorced,unknown,no,49082,no,no,telephone,20,apr,457,12,350,17,failure,no
87,retired,divorced,primary,no,77175,no,no,telephone,17,aug,2843,13,290,14,unknown,no
48,student,married,primary,no,63421,yes,no,cellular,8,oct,2119,14,42,18,failure,no
50,admin.,divorced,unknown,no,60274,yes,no,cellular,19,jul,2733,26,341,17,other,no
61,technician,divorced,primary,no,28863,no,yes,unknown,5,jun,1268,15,76,18,unknown,no
88,blue-collar,married,primary,no,64686,yes,no,unknown,4,may,2731,22,377,3,success,no
25,unknown,married,secondary,no,23476,yes,yes,cellular,19,may,1704,42,29,13,success,no
90,retired,divorced,unknown,no,30442,yes,no,telephone,21,sep,2508,14,119,2,unknown,no
19,housemaid,single,primary,no,68213,no,no,telephone,25,mar,492,39,208,6,other,yes
34,unemployed,married,unknown,no,65342,no,no,unknown,4,oct,2627,13,95,0,unknown,no
69,retired,married,tertiary,no,25647,yes,no,unknown,27,aug,816,27,249,5,success,no
62,student,married,secondary,no,11235,yes,no,telephone,28,aug,465,15,253,4,unknown,no
54,student,married,primary,no,24235,yes,no,telephone,9,mar,803,47,305,18,unknown,yes
59,housemaid,married,tertiary,no,42318,no,no,cellular,1,mar,2996,11,300,2,unknown,no
61,admin.,married,secondary,no,74067,no,no,unknown,2,aug,2954,13,362,18,success,no
55,services,married,tertiary,no,57315,no,no,cellular,14,sep,1046,12,318,10,success,no
23,technician,divorced,primary,no,58028,yes,no,unknown,25,feb,1427,14,310,1,success,no
85,student,single,tertiary,no,48623,no,no,cellular,18,oct,311,48,290,9,success,no
